location_lat,location_lon,Risk
18.680827,73.930388,0.7674377538407205
18.817732,72.790846,0.3612926010948261
19.096889,72.819424,0.3072576372947201
30.787805,76.847507,0.3778915769027017
12.965155,80.283313,0.14833127317676145
28.79949,77.049666,0.5901465654246866
13.064327,77.530941,0.32597563129083523
30.786617,76.733947,0.25428218258873386
17.422447,78.464881,0.400141267879216
12.939033,77.498966,0.2553416916828536
30.651926,76.876892,0.3072576372947201
12.936802,77.469957,0.32950732827123436
19.132036,72.76057,0.4877273529931132
18.532452,73.841799,0.523044322797104
30.721892,76.711388,0.4877273529931132
30.772308,76.768413,0.30761080699276
17.382285,78.551704,0.3990817587850963
13.161404,80.197819,0.6968038142327388
17.570411,78.310647,0.7490729295426453
30.629812,76.765481,0.4142680558008123
22.459848,88.361745,0.6968038142327388
22.692541,88.209956,0.4142680558008123
12.911401,77.624696,0.5060921772911885
12.98416,80.153974,0.2553416916828536
28.528171,77.003017,0.32597563129083523
28.631253,77.168852,0.46971569839307786
12.964354,80.262971,0.3249161221967155
13.171632,80.200311,0.400141267879216
18.876038,72.816062,0.38177644358114077
28.494878,77.089734,0.4665371711107188
13.181455,77.704682,0.30761080699276
19.277812,72.889938,0.18400141267879216
22.644485,88.376914,0.3429277767967508
13.007483,77.745779,0.32950732827123436
28.767686,77.102505,0.3959032315027371
30.79305,76.864728,0.2553416916828536
28.513789,77.26605,0.3778915769027017
12.941766,80.271836,0.5195126258167049
18.497326,73.919761,0.32950732827123436
22.568337,88.326718,0.400141267879216
18.945509,72.865677,0.400141267879216
30.739178,76.722246,0.6643122020130673
17.36441,78.442288,0.43545823768320674
13.174093,80.150346,0.14833127317676145
30.75772,76.718682,0.43545823768320674
13.032625,77.614829,0.38177644358114077
30.774779,76.862232,0.3990817587850963
28.683622,77.273941,0.3284478191771146
17.384544,78.420669,0.46971569839307786
17.217784,78.280672,0.41320854670669255
18.482992,73.944129,0.4135617164047325
17.224481,78.470636,0.4488786862087233
12.863932,77.797043,0.5202189652127848
19.090552,72.9844,0.400141267879216
30.790067,76.805399,0.5060921772911885
28.502883,77.165457,0.4142680558008123
30.774233,76.72531,0.3612926010948261
19.232608,72.869852,0.5202189652127848
12.959773,80.153419,0.2553416916828536
12.985135,80.226248,0.7533109659191242
19.061169,72.872827,0.14833127317676145
28.463133,76.976698,0.4170934133851316
12.852053,80.121615,0.3990817587850963
13.017299,80.224813,0.5202189652127848
18.560997,73.811173,0.5202189652127848
12.97141,80.197487,0.434751898287127
19.264702,72.886613,0.37789157690270175
18.811624,72.877651,0.48490199540879386
30.674067,76.774623,0.43192654070280767
19.208566,72.896859,0.5202189652127848
17.530898,78.305176,0.3959032315027371
18.442448,73.878574,0.48384248631467425
28.47365,77.060874,0.5015009712166696
12.984625,77.767823,0.6826770263111425
12.954595,77.488507,0.41320854670669255
30.78901,76.887359,0.30761080699276
18.528017,73.850369,0.649832244393431
18.549441,73.804096,0.48490199540879386
12.919435,80.207627,0.6604273353346283
28.813866,77.149528,0.48490199540879386
30.658767,76.836989,0.3284478191771146
18.499609,73.81264,0.32950732827123436
22.641847,88.381884,0.4142680558008123
17.386509,78.48781,0.43545823768320674
17.335804,78.271751,0.5202189652127848
30.645926,76.791403,0.5018541409147095
12.93952,80.153093,0.2931308493731238
17.512138,78.471549,0.400141267879216
18.803193,72.982741,0.4142680558008123
28.838921,76.991482,0.32597563129083523
17.470165,78.472552,0.43545823768320674
18.537548,73.723176,0.5060921772911885
12.941515,77.674347,0.48490199540879386
18.467712,73.954984,0.4665371711107188
17.44697,78.449607,0.4665371711107188
19.250366,72.762997,0.5202189652127848
22.48522,88.321126,0.2553416916828536
30.662289,76.860184,0.2899523220907646
18.687205,73.858717,0.3429277767967508
30.729891,76.786151,0.4142680558008123
12.810721,80.19735,0.4665371711107188
22.537913,88.323836,0.4707752074871976
13.045999,77.520041,0.5050326681970686
12.848361,77.433807,0.2899523220907646
13.057964,77.590444,0.2553416916828536
18.990602,72.799954,0.5060921772911885
17.426893,78.488724,0.3072576372947201
18.838523,72.976824,0.32950732827123436
13.10543,80.11737,0.2553416916828536
28.519189,76.859451,0.4707752074871976
12.94701,77.785423,0.14833127317676145
17.49119,78.27063,0.45241038318912247
12.812744,80.226751,0.5202189652127848
13.126298,80.273119,0.3429277767967508
22.686595,88.399393,0.5897933957266466
17.416162,78.471995,0.3637647889811054
12.829772,80.266893,0.4707752074871976
30.703228,76.745141,0.4707752074871976
18.671835,73.77906,0.2931308493731238
30.780406,76.759015,0.4877273529931132
12.863873,77.573049,0.3249161221967155
30.612508,76.8941,0.2224969097651422
18.613759,73.739609,0.4135617164047325
22.615566,88.245733,0.25428218258873386
12.917829,80.107956,0.5060921772911885
30.669447,76.798384,0.3072576372947201
13.023148,80.267046,0.3612926010948261
17.469395,78.426902,0.5060921772911885
18.445959,73.866259,0.25428218258873386
12.810804,77.644324,0.3072576372947201
22.605036,88.211938,0.43545823768320674
30.749547,76.70627,0.48490199540879386
28.8028,76.835013,0.5050326681970686
18.571932,73.724503,0.3612926010948261
12.913562,77.619006,0.4170934133851316
30.771578,76.798125,0.6826770263111425
12.910539,80.183088,0.21896521278474307
17.57514,78.484234,0.5060921772911885
18.697073,73.828047,0.32597563129083523
19.257558,72.75368,0.5368179410206604
13.099257,80.226182,0.5583612926010948
30.612831,76.810119,0.32950732827123436
12.851488,77.589232,0.48490199540879386
22.408139,88.322983,0.400141267879216
22.470344,88.318475,0.2553416916828536
22.672696,88.400666,0.25428218258873386
13.145041,80.133716,0.519512625816705
22.524367,88.453597,0.32950732827123436
13.055067,77.418018,0.2931308493731238
28.654528,76.925723,0.5060921772911885
13.174917,77.602348,0.5060921772911885
18.479329,73.88208,0.5378774501147802
30.65561,76.831544,0.6120430867031609
13.052805,77.617588,0.2224969097651422
28.834402,77.209459,0.5897933957266466
19.090344,72.902108,0.5544764259226558
13.196352,80.138535,0.3429277767967508
13.152998,80.258685,0.5908529048207665
28.671166,77.064188,0.32597563129083523
22.535434,88.290362,0.3429277767967508
18.522797,73.933778,0.7674377538407205
12.828296,77.719866,0.5202189652127848
18.435528,73.934128,0.3990817587850963
12.921984,80.115306,0.3429277767967508
12.841819,80.258805,0.400141267879216
28.492703,76.815886,0.519512625816705
30.677187,76.727473,0.6826770263111425
13.068595,77.762442,0.5195126258167049
12.891896,80.227598,0.30761080699276
30.788551,76.774195,0.3288009888751545
13.057219,80.184551,0.6826770263111425
28.555907,77.177935,0.4142680558008123
12.94144,77.549761,0.41674024368709167
12.90836,77.563109,0.4707752074871976
13.008178,77.683777,0.5060921772911885
17.253718,78.264759,0.48490199540879386
22.643283,88.434764,0.3072576372947201
30.78977,76.791081,0.2553416916828536
13.094302,77.576124,0.2553416916828536
22.453114,88.383374,0.5378774501147802
17.492197,78.20001,0.38177644358114077
30.786188,76.807627,0.400141267879216
17.563446,78.232019,0.3637647889811054
12.971567,77.689448,0.4142680558008123
30.784319,76.811367,0.4135617164047325
17.262441,78.332996,0.3429277767967508
18.62914,73.851101,0.41674024368709167
18.616196,73.705131,0.5724880805226912
17.432325,78.449923,0.3612926010948261
18.849144,72.726339,0.5018541409147095
22.563456,88.315626,0.7349461416210489
18.441514,73.89283,0.45241038318912247
18.627045,73.919901,0.3990817587850963
17.453887,78.418717,0.18400141267879216
17.310034,78.367309,0.5583612926010948
13.180613,77.573218,0.5202189652127848
22.48019,88.366839,0.2931308493731238
19.05988,72.748749,0.43192654070280767
30.650517,76.789449,0.2553416916828536
19.093036,72.876566,0.5936782624050857
28.596361,77.02673,0.4142680558008123
22.648231,88.411475,0.2931308493731238
12.894547,80.239536,0.2553416916828536
30.706127,76.870146,0.5583612926010948
30.736284,76.88423,0.45241038318912247
12.884671,77.570809,0.2754723644711284
22.641019,88.468147,0.21896521278474307
28.497753,76.936211,0.48490199540879386
17.22001,78.311087,0.43086703160868806
18.533492,73.818053,0.5767261168991701
12.898651,77.518953,0.30761080699276
12.942775,80.266239,0.4142680558008123
18.845526,72.792846,0.41320854670669255
18.449045,73.963577,0.5060921772911885
12.861288,80.167097,0.400141267879216
18.618088,73.989576,0.4665371711107188
13.09534,77.402311,0.3612926010948261
28.694773,77.138622,0.45241038318912247
30.75305,76.886282,0.5724880805226912
12.888723,77.598691,0.6826770263111425
18.960845,72.922053,0.32597563129083523
12.966,77.42648,0.3959032315027371
13.059482,80.132694,0.5724880805226912
18.479836,73.980057,0.5202189652127848
28.570297,77.25409,0.36023309200070636
19.147537,72.781967,0.400141267879216
12.931329,80.177908,0.32950732827123436
12.931505,80.204867,0.4877273529931132
12.826312,80.207278,0.2553416916828536
17.227437,78.332683,0.3249161221967155
18.511753,73.872341,0.3637647889811054
13.166458,77.645976,0.5202189652127848
17.230262,78.253208,0.5378774501147802
13.101426,80.265354,0.38177644358114077
30.621868,76.767922,0.41320854670669255
13.104646,80.294344,0.519512625816705
13.160679,77.450578,0.3429277767967508
22.421859,88.374025,0.3429277767967508
28.691978,77.169403,0.5908529048207665
22.582986,88.286863,0.5378774501147802
19.000379,72.96346,0.45241038318912247
18.844068,72.948507,0.5053858378951086
30.722768,76.846181,0.5202189652127848
30.726192,76.756446,0.23697686738477838
22.542146,88.249395,0.2931308493731238
12.979934,80.258425,0.41320854670669255
22.691684,88.380487,0.3072576372947201
18.554742,73.846455,0.48490199540879386
18.492599,73.918395,0.45241038318912247
12.87812,77.75548,0.2931308493731238
22.628792,88.377574,0.3778915769027017
28.42531,76.842778,0.4142680558008123
13.07404,80.152144,0.2553416916828536
28.403747,76.847221,0.5060921772911885
19.150088,72.702839,0.5908529048207665
19.035655,72.955069,0.2553416916828536
